SERVICE_KEY,STOP_HOURS,FROM_LOCATION_ID,TO_LOCATION_ID,COUNT,P05,P25,P50,P75,P95
U,20,7659,12917,31,21,22,22,23.5,29
U,20,7660,7655,39,25.8,29,32,36.5,72.4
U,20,7662,7660,36,21.75,24,28,37,46.75
U,20,7665,8242,34,21,22.25,24,25,31
U,20,7666,1792,33,25.8,43,57,75,110.39999999999998
U,20,770,774,26,21,23,24,27,30.75
U,20,775,771,24,21,25,26,28,60.99999999999996
U,20,7756,7767,26,40.5,44,46.5,50,79
U,20,776,779,25,23.4,28,39,52,58.599999999999994
U,20,7765,7807,39,54.900000000000006,60,64,69.5,111
U,20,7767,7747,26,56.5,61,68.5,77,95.75
U,20,7772,7765,26,28,33.25,35.5,37.75,40
U,20,7773,7756,25,22,24,27,59,70.6
U,20,7782,792,39,41,51,60,71,89.50000000000001
U,20,779,786,26,28,30,32,34,41
U,20,780,691,26,46,48,51,58,59.75
U,20,7807,7782,39,51,56,61,68.5,87.90000000000005
U,20,782,716,26,27,29.25,32.5,41.75,58.25
U,20,785,778,26,30.25,33,36,41.75,75.5
U,20,786,787,26,21.25,25.25,28.5,34.5,42
U,20,7898,7899,25,23,27,30,35,40
U,20,7899,6446,26,27,29,32.5,35,39.5
U,20,791,788,23,22,23,24,27,33.699999999999996
U,20,792,9526,65,46.2,56,73,107,131.59999999999997
U,20,793,13155,25,26.200000000000003,29,32,34,37.8
U,20,7950,8013,23,22,23.5,26,27,28
U,20,800,796,26,24.25,26.25,29,34,37.75
U,20,801,800,23,24.3,32,36,49.5,59.599999999999994
U,20,8013,1759,26,42.25,70.25,87,98.25,119
U,20,808,812,24,29,31,32.5,36,38.85
U,20,811,809,26,25,28,30,31,35.75
U,20,812,813,25,23.2,25,26,27,34.8
U,20,813,817,25,37,39,44,49,83.59999999999998
U,20,8134,1831,52,25,30,50,79.5,897.5999999999985
U,20,814,811,26,21.25,24.25,26.5,28.75,30.75
U,20,817,696,23,21.1,22,25,27,31
U,20,818,814,26,32,34,36,40.75,42.75
U,20,8198,10602,25,52.400000000000006,59,70,76,85.8
U,20,820,13327,65,38.199999999999996,45,52,58,65.6
U,20,8213,10845,39,54.5,71,94,103,127.80000000000001
U,20,822,12934,25,24.2,29,33,42,55.39999999999999
U,20,823,697,21,21,23,25,27,35
U,20,8242,7654,38,29.700000000000003,33,36,44.75,90.44999999999999
U,20,8321,8194,37,25,33,39,60,402.7999999999997
U,20,8435,9978,26,41,44,51.5,58.75,64.75
U,20,8511,9860,26,31.25,54,62.5,66.75,78.25
U,20,8727,7240,25,30.2,32,39,44,50.599999999999994
U,20,8745,823,23,21,23,24,27,32.8
U,20,8749,8880,26,23,26,28,30,33.75
U,20,8799,690,26,58,64,66.5,72,75.5
U,20,8851,5492,25,46,66,76,88,100.39999999999999
U,20,8912,8913,26,24.25,28.25,35,36.75,40.75
U,20,8914,11027,26,44.5,54,74.5,91.5,106
U,20,8915,11005,26,28.25,33,36.5,58.5,77
U,20,8919,8936,22,21,22.25,25.5,34.25,43.9
U,20,8935,8912,26,34.25,38,41.5,43.75,55.75
U,20,8936,5394,26,92.25,99.5,108,120.5,142.75
U,20,8963,7174,24,21.6,27,36,46.25,73.89999999999998
U,20,8981,9031,26,25.25,29.25,31,35,64
U,20,8989,7162,26,51.5,60.75,67.5,74.5,91.5
U,20,8993,10580,26,24.25,27,31.5,33.75,42.75
U,20,8995,10203,26,26.25,29.25,33.5,60.75,78.25
U,20,9354,718,25,32,38,41,54,71.99999999999999
U,20,9526,704,65,69.2,75,78,100,130
U,20,9599,735,26,32,61,78,95,143.25
U,20,9600,9708,26,68.5,79.25,85.5,89.75,141.25
U,20,9627,9970,26,116,119.5,125,135.5,162.5
U,20,9628,993,26,64.25,91,100.5,118,153
U,20,9708,9613,23,24,25.5,31,33.5,39
U,20,9756,11313,26,24,30,43,54,57
U,20,9772,9773,25,22,26,27,29,31.799999999999997
U,20,9773,2341,25,32.2,34,35,47,54.599999999999994
U,20,9860,725,25,26,28,32,45,69.8
U,20,9872,237,26,23,26.25,29,31,36.5
U,20,996,9627,26,59,64.25,69,87.25,94.75
U,20,9970,233,26,153.5,163.75,185,208.5,229.25
U,20,9975,9628,26,92.5,104.5,116.5,120,128.25
U,20,9978,12933,26,56,60.75,67,77.5,96.75
U,21,1003,2268,26,44,47,51,66.75,83.5
U,21,1010,1017,25,29,30,31,34,35.8
U,21,1011,1022,26,25,26,31,51.25,143.5
U,21,1013,1021,25,22.2,26,30,44,80.79999999999994
U,21,10138,10140,25,27.2,30,32,34,36
U,21,1018,1011,26,23.25,25,26.5,27.75,29
U,21,10196,1802,32,21.549999999999997,23.75,25,28,33.45
U,21,1020,1018,26,22,23,24.5,26.75,28.75
U,21,10203,10136,25,29,31,34,37,38.8
U,21,1021,1010,21,21,22,23,25,26
U,21,1022,1014,24,21.300000000000004,24.75,26,28.25,49.699999999999996
U,21,10309,8570,21,21,23,25,26,28
U,21,10495,9975,26,29.25,32,37.5,45,115.25
U,21,10580,8995,25,24.2,26,27,30,50.19999999999996
U,21,10593,2763,26,29.5,63.5,78.5,93.75,108
U,21,10784,10785,25,36.2,40,46,56,60.8
U,21,10785,10786,24,21,23,25.5,30.25,33
U,21,10786,10787,22,21.049999999999997,22.25,26.5,28,31.95
U,21,10787,10788,25,25.6,31,33,40,59.199999999999946
U,21,10788,10789,25,36.2,39,41,41,44.8
U,21,10790,8569,24,22.15,23,26,27,34.249999999999986
U,21,10791,11032,24,22,24,29,44.5,54.39999999999999
U,21,10792,715,25,23.2,25,28,33,36.39999999999999
U,21,10854,10715,25,69.4,85,104,127,162.2
U,21,10857,12707,26,34.25,38.25,43.5,46,55.75
U,21,10860,4287,26,46.25,53,59.5,63.75,70.75
U,21,10874,10318,25,28.2,34,43,54,73.99999999999999
U,21,10877,8745,26,24,25.25,28.5,34.5,46
U,21,10878,3104,24,23.299999999999997,26,28.5,32.25,36.55
U,21,10879,8464,26,39.25,49.5,54,69.5,83.25
U,21,10910,10877,26,65,86.25,102,131.75,145.25
U,21,11032,10809,26,54.75,61.25,71,81,95.5
U,21,11071,5446,24,22,23,25,27.25,31
U,21,11411,8917,26,33.75,38,42.5,45,47
U,21,11453,11520,25,33,44,53,71,96.99999999999999
U,21,11454,11927,26,27.75,35,42,46.5,55
U,21,11520,8991,25,26.200000000000003,27,29,33,40.19999999999999
U,21,11772,9722,25,25,27,28,30,33
U,21,11815,8584,25,31.2,32,33,35,38
U,21,11926,11453,25,37.2,38,40,44,58.599999999999994
U,21,11927,12921,26,125.25,128.5,144.5,160.75,183.5
U,21,11929,13077,26,85.5,96,117,140.5,164.75
U,21,11956,13169,32,52.1,57.5,63,74,95.6
U,21,12398,5471,26,27.5,32,37,53,84.5
U,21,12707,1328,26,26,28.25,31,35.5,42.5
U,21,12762,12763,26,42,46.75,52,64.25,86.5
U,21,12763,7772,26,81.5,91.25,105.5,123,162.25
U,21,1286,7245,26,44.75,50.25,54,56,63
U,21,12892,2619,34,21,23,26,28,31
U,21,12914,13219,26,26,28.25,29.5,32,34.75
U,21,12917,7658,36,22,24.75,38,45.5,66.25
U,21,12921,13247,24,69.3,82,94,104.75,113.54999999999998
U,21,12922,11926,25,115,120,131,134,153.99999999999994
U,21,12932,8435,26,46.25,51,53,56.75,74.25
U,21,12933,1035,25,28.2,31,33,34,37.8
U,21,12934,6511,26,36,39,49.5,68,95.5
U,21,12943,5428,24,23,26,29.5,33.25,37.699999999999996
U,21,12947,10196,25,21,24,29,36,46.999999999999986
U,21,12948,1811,35,22,24.5,26,41.5,58.19999999999999
U,21,12949,5395,24,24.3,28,31,31,40.249999999999986
U,21,12950,5431,26,22,24,26,28.75,43
U,21,12952,3093,25,23,27,28,34,45.39999999999999
U,21,12954,5461,25,21,23,26,28,39.8
U,21,12957,5407,26,25,26,28,30,37.25
U,21,12961,5495,25,33,37,46,49,66.39999999999998
U,21,13018,996,25,24.2,26,29,32,38.599999999999994
U,21,13043,418,26,36.25,38.25,49,56.75,60.75
U,21,13077,11454,26,41.25,53.25,75.5,92.75,109.25
U,21,13092,9776,25,31.2,38,42,48,68.59999999999998
U,21,13169,3639,33,76.6,99,114,130,183.6
U,21,1317,1325,25,22.4,28,34,50,101.39999999999998
U,21,1320,3092,26,32.25,41.75,57,62.5,74.75
U,21,13219,2768,26,34,38.25,49,69.75,83.25
U,21,13236,1829,35,21,24,31,44,64.3
U,21,1324,1339,26,26.75,35.75,47,55,63.75
U,21,13248,12922,25,58.800000000000004,64,69,73,88.8
U,21,1327,1340,23,22,24.5,26,29.5,52.69999999999998
U,21,1328,1324,26,40.25,54.5,65,95.75,110.25
U,21,13327,6839,26,48,53,60.5,66.75,83.25
U,21,13327,726,25,28.2,31,34,37,52.59999999999998
U,21,13328,13329,65,38.199999999999996,48,52,57,93.6
U,21,13329,13330,65,22,25,28,31,58.99999999999993
U,21,1338,1317,24,30.6,41.5,70,94.75,117.1
U,21,1339,1335,26,27.25,30.25,33,34.75,38.75
U,21,1340,2798,25,27.2,31,35,45,57.39999999999999
U,21,13467,689,65,52,56,61,69,77.8
U,21,13594,13090,25,61.6,69,74,88,102.99999999999999
U,21,13596,5499,26,26.25,29.5,53,63.75,80.5
U,21,13704,6850,26,28.5,32,34.5,37.75,43.75
U,21,13732,13772,26,93.25,102.25,109,135.75,169.25
U,21,13772,13778,26,56.25,61.25,64,69.75,84
U,21,13778,13791,25,55.400000000000006,64,83,116,140.99999999999997
U,21,13791,13792,25,26,38,76,104,112.6
U,21,13792,13704,26,58,67,73,77,85.75
U,21,13882,2633,39,30.700000000000003,34.5,38,43,52.2
U,21,174,12762,26,34.25,38.25,59,69.75,78.5
U,21,1775,12947,39,22.900000000000002,26,28,31,33.1
U,21,1778,12904,34,22,24,25.5,28.75,37.249999999999915
U,21,1792,1794,39,27,31,33,51,70.60000000000001
U,21,1793,7656,39,37.800000000000004,50.5,80,100,122.70000000000005
U,21,1794,12946,39,25,30,33,35.5,40.1
U,21,1798,1793,38,28.85,32,35,37.75,75.49999999999999
U,21,1803,1778,25,21,22,23,25,40.799999999999955
U,21,1808,1810,37,22.799999999999997,25,28,36,56.199999999999974
U,21,1811,1807,37,21,24,27,29,38.59999999999999
U,21,1815,12948,34,22,24,25,26.75,32.349999999999994
U,21,1816,1819,39,21.9,25,26,29.5,33.1
U,21,1818,1815,38,26.7,29,30.5,33,36.15
U,21,1819,1821,38,26.400000000000002,29.25,33,41.75,78.24999999999997
U,21,1823,1827,39,23.9,25,27,29,34
U,21,1824,1818,39,32.9,39.5,63,79,94.30000000000001
U,21,1826,1824,33,21,23,24,26,31.4
U,21,1827,6427,39,24,27,33,49.5,66.1
U,21,2268,1034,26,34.75,40,42.5,48.25,80.5
U,21,2274,2273,22,22,25.25,27.5,32.75,46.499999999999986
U,21,233,5378,25,55.800000000000004,62,70,80,96.6
U,21,2330,13594,25,42.6,54,64,84,96.79999999999998
U,21,236,229,25,23.2,25,27,29,31.799999999999997
U,21,240,5378,25,39,41,45,48,53.599999999999994
U,21,2418,2330,22,21.049999999999997,23,24,25.75,32.75
U,21,2594,2597,37,22,25,55,67,74.6
U,21,2596,2607,35,27.1,31,41,52.5,63.3
U,21,2597,2599,39,23.9,27,28,32.5,64
U,21,2602,3637,39,36.9,40.5,53,70,90.4
U,21,2604,2602,22,21,21.25,22,24,26.9
U,21,2609,2606,39,29.9,38.5,53,60.5,70
U,21,2611,2609,36,21,22,24,27,30.75
U,21,2612,2614,37,22,25,28,33,53.99999999999998
U,21,2614,2615,26,23,25,30.5,35.75,50.25
U,21,2615,2617,39,23,26,31,33,38
U,21,2616,2613,38,24.85,27.25,30,34.75,44.24999999999998
U,21,2620,2623,39,34.6,44,53,62,66.30000000000001
U,21,2623,2625,34,22,24,26,28.75,35.39999999999998
U,21,2624,12892,38,29.55,34,37.5,45.5,74.89999999999999
U,21,2625,2628,38,22.849999999999998,25.25,28,32.75,47.699999999999974
U,21,2626,2624,38,21.85,24.25,27,31,52.15
U,21,2629,2626,39,27.700000000000003,40,47,61,81.30000000000001
U,21,2632,2629,27,21,21,27,28.5,36.8
U,21,2633,7651,39,27,31.5,35,45,64.30000000000001
U,21,2635,2632,38,24,27,29,36.5,40
U,21,2641,2594,39,36.9,47,67,78.5,90.2
U,21,2642,11956,52,77.55,87.5,100,112.25,137.9
U,21,2690,2687,22,21.049999999999997,23,25,26,29.9
U,21,2695,2690,26,27.25,31,35.5,55,66.75
U,21,2700,2697,25,23,25,30,39,43.8
U,21,2701,2703,26,33,42.25,62,73,87.25
U,21,2707,2685,23,21,22,23,24,29.599999999999994
U,21,2719,2715,26,34.5,39.25,43,46.5,64.75
U,21,2721,2719,26,21.25,23,25,26.75,28.75
U,21,2723,2721,24,21,21.75,23,25,26.849999999999998
U,21,2727,2723,26,23.25,26,28,30,33.5
U,21,2729,2727,26,23,24.25,26.5,29.75,31.75
U,21,2733,2729,26,24.25,27,28.5,31.75,32
U,21,2741,2739,26,22,24,29,45.75,61.5
U,21,2747,2743,26,27.25,30,32,35,37.75
U,21,2751,2748,26,24,25,28,30.75,39.75
U,21,2753,2751,24,21.150000000000002,23.75,24.5,26.25,30.849999999999998
U,21,2768,10593,26,26,27,29,29.75,35.5
U,21,2798,10857,22,21,23,24.5,26,39.9
U,21,3091,3105,26,21.25,23,25.5,28,30.5
U,21,3092,3097,24,21.150000000000002,22,24,26.25,32.39999999999999
U,21,3093,1356,25,22.2,28,29,31,38.8
U,21,3105,10879,21,21,24,27,32,38
U,21,3397,13732,26,160.5,176,183,198,206.75
U,21,3633,2642,52,34.55,37,38.5,41,49.34999999999999
U,21,3635,2641,36,68.75,74,79,88.25,104.25
U,21,3637,3641,38,26.85,30,33,35,78.89999999999999
U,21,3639,3635,36,29,34,37,41,47.75
U,21,3641,3633,21,21,21,22,28,72
U,21,400,402,21,21,23,24,44,68
U,21,402,404,24,22,22,25,26,32.94999999999999
U,21,404,406,26,21,24,29,37,49.75
U,21,406,408,23,22,23,25,26,30.9
U,21,408,13043,26,25,27,28,29.75,33.75
U,21,418,422,26,42,48,63,69.75,72
U,21,422,425,26,24.25,26.25,28,30,39
U,21,425,427,26,25.5,32.5,45.5,59.5,73.5
U,21,427,429,25,22,23,24,26,29
U,21,4287,6517,26,78.5,92.25,109.5,134.25,150.75
U,21,429,436,26,33,36.25,39,41.75,44.5
U,21,453,456,26,21,23.25,26,27,29.75
U,21,459,7853,26,35.5,40.25,43.5,49.75,52.75
U,21,4811,7306,26,38.25,41,42,45,50.25
U,21,4812,7191,26,41,43.75,52.5,72.75,109.25
U,21,5058,13328,30,21,21.25,22.5,25,49.04999999999991
U,21,5060,5058,27,21,22.5,26,38.5,53
U,21,5063,5062,25,23,24,26,29,32.39999999999999
U,21,5148,5150,26,43,45.25,50.5,58.75,67.25
U,21,5150,1286,24,21,24,27,30.25,35
U,21,5253,7310,26,26.25,30,33,35.75,43.75
U,21,5377,10495,26,39,51.25,59.5,71,105.5
U,21,5379,241,25,42.800000000000004,48,58,64,91.59999999999995
U,21,5379,5377,25,28,31,34,38,54.59999999999998
U,21,5390,5466,26,26.25,31.25,43,57.25,72.75
U,21,5391,5481,24,25,25.75,29.5,35.25,40
U,21,5395,5433,25,32.2,35,37,41,45.39999999999999
U,21,5397,13031,25,32,34,38,43,59.39999999999999
U,21,5398,9792,26,35.25,37,40,44,55.5
U,21,5407,5493,26,23,24,26.5,29,35
U,21,5410,5397,24,31,34,37,41.5,52.849999999999994
U,21,5411,12957,25,23.2,30,37,44,65.8
U,21,5414,10910,25,21.200000000000003,26,31,36,47.39999999999998
U,21,5415,5414,26,22.25,24.25,26,28,38.25
U,21,5418,5421,24,21.150000000000002,23,23.5,25.5,27.849999999999998
U,21,5423,5425,25,21.400000000000002,25,35,59,68.8
U,21,5425,12950,26,23.25,26,27.5,29,35
U,21,5428,5426,25,25.200000000000003,29,34,37,87.99999999999989
U,21,5431,5432,21,21,21,23,24,29
U,21,5432,5436,26,32,36.25,39,40.75,47
U,21,5433,12943,21,22,23,24,26,35
U,21,5436,5439,24,25,26,27.5,32,35.849999999999994
U,21,5439,5444,24,34.6,40.75,50.5,64.75,83.69999999999999
U,21,5442,12949,24,21.150000000000002,24.75,28,32,38.94999999999999
U,21,5448,5452,26,27.75,32,34,37,38
U,21,5452,5454,25,21,25,32,44,71.99999999999997
U,21,5453,11071,26,23,26,28.5,31.75,35
U,21,5454,5458,26,23.25,25,26,29.75,31
U,21,5455,5453,26,24.25,26,29,31.75,36.75
U,21,5462,13547,26,25.5,29,30,32,36.75
U,21,5465,5467,26,22.25,29.5,38,60.25,63
U,21,5467,5468,26,25.25,28,31.5,34.5,48.5
U,21,5477,5478,26,22,25,27.5,40.5,48
U,21,5481,5479,23,22,25.5,34,43,56.49999999999999
U,21,5492,5488,25,24,26,30,32,36.599999999999994
U,21,5493,8851,26,22,24,26,28,32
U,21,5495,5410,23,24.1,26.5,29,32.5,37.699999999999996
U,21,5498,7898,26,47,57,72.5,82,90.75
U,21,611,6220,23,23.200000000000003,29,48,61,68.9
U,21,6144,5416,25,22,23,24,25,29
U,21,6160,6137,25,23,25,26,28,31.599999999999994
U,21,6169,9600,26,54,62.25,69,86,131.5
U,21,6216,10425,26,22,24.25,25.5,48.25,64.25
U,21,6220,6232,24,22,23,27.5,31,34.849999999999994
U,21,6227,6235,26,26.25,28,31,35.75,56.75
U,21,6232,6218,23,22.099999999999998,24.5,27,29.5,66.69999999999999
U,21,6237,7188,26,58.25,67.25,75.5,85.5,106
U,21,6242,6216,26,22,23.25,26,27,35.5
U,21,625,611,24,94,96.75,110.5,119,139.7
U,21,6398,8134,39,29,38,66,83,95.5
U,21,6427,6398,29,21,23,26,46,66.59999999999998
U,21,6443,6445,23,21.1,22.5,27,29,32
U,21,6444,6442,26,33,39.25,45.5,48,58
U,21,6447,7897,26,31.75,34.25,37,41,54.25
U,21,6503,6511,23,22,22,28,47.5,59.699999999999996
U,21,6511,6526,40,21,22,23,25,29.049999999999997
U,21,6526,6143,26,47.5,66.25,86.5,93,112.25
U,21,6526,6529,21,23,30,43,48,59
U,21,6529,11026,26,38,41,47,56,76.5
U,21,6850,6877,26,25,27,29,30,31.75
U,21,686,706,25,36,37,40,44,45.8
U,21,687,682,26,26,27,28,30,36.5
U,21,689,7631,39,60.9,95.5,116,122,148.2
U,21,689,782,26,47.5,83.5,96,112,119.75
U,21,690,781,25,39.2,41,45,51,53.8
U,21,691,8798,26,57.25,63.25,69,76,80
U,21,696,822,24,22.15,23.75,24,26.25,29.549999999999994
U,21,702,768,25,22,24,26,29,49
U,21,704,820,51,24.5,28,31,34,37.5
U,21,706,712,21,21,22,23,23,34
U,21,707,687,26,43.25,45,47,48.5,52.75
U,21,713,707,26,27.75,31.25,32,35,39.25
U,21,7157,7161,26,32,35,41,50.75,63
U,21,716,10791,24,22,24.75,28.5,48,52.69999999999999
U,21,7161,7163,26,33.25,37.5,49.5,58,74.75
U,21,7162,8963,26,25.25,31.5,39,47,55.75
U,21,7163,8981,26,34.5,39,50,59,66.25
U,21,718,749,33,22,24,26,31,44.4
U,21,7188,7208,26,22.5,26.25,27,28.75,30.75
U,21,7190,4811,26,46.5,50,51,54,60.75
U,21,7194,7190,26,25.25,30.5,56.5,64.75,78.25
U,21,7197,7201,26,38,39,40.5,41.75,48
U,21,7206,7197,22,41.1,45,46.5,50.5,53.95
U,21,7208,7206,23,21,24.5,26,28,28.9
U,21,723,10792,25,28.2,33,53,60,69.8
U,21,7236,7249,26,34,36,38,40.75,44
U,21,7247,7236,26,24.5,29,32,36,37.75
U,21,7249,7251,26,25,33.25,40,46.75,62.5
U,21,725,723,23,23,27.5,44,51.5,55.9
U,21,7251,7261,26,33.25,39.5,43.5,46.75,57
U,21,7257,5253,26,49.75,58,62,70,74.75
U,21,726,740,25,25,28,30,35,50.599999999999994
U,21,7261,7237,26,24,29.25,33,41.5,62.25
U,21,7266,7257,26,39.25,44,46,49.75,57.5
U,21,730,6839,26,38,41.25,51.5,65.75,86.25
U,21,7307,4812,26,44.25,48.25,52,55,65
U,21,7310,7307,25,24,27,32,34,45.8
U,21,735,742,47,21.3,25,29,44.5,57
U,21,740,759,25,33.2,36,38,41,45.8
U,21,742,747,42,21,26,30.5,40,50
U,21,747,755,52,23.55,27.75,30,34.25,44.599999999999966
U,21,755,7157,26,25,35,44,62.75,70.5
U,21,759,763,25,26,28,30,32,38.599999999999994
U,21,7594,7602,39,46,50,59,74,118.5
U,21,760,8512,26,31,34,40,44.25,56
U,21,7602,3397,26,79.75,85.25,96.5,106.5,136.75
U,21,7625,7612,26,52.5,59.5,61,64,77
U,21,763,769,25,35.2,39,45,51,60.59999999999998
U,21,7631,7625,26,52.5,60,64,66,92.75
U,21,7636,7640,26,54.25,61,64,67,88.5
U,21,764,760,26,24,26,29.5,31.75,36
U,21,7640,7594,39,53,61.5,68,79.5,111.19999999999999
U,21,7653,8241,39,21,24,25,28,39.30000000000006
U,21,7654,7659,39,28.9,34.5,41,47,67.2
U,21,7655,7653,39,26,27,28,32,48.70000000000004
U,21,7656,7665,29,21,22,24,24,28.199999999999996
U,21,7658,2635,38,21.85,24.25,28,33.75,43
U,21,7659,12917,23,21,22,23,24,26.9
U,21,7660,7655,39,25,28,30,35.5,77.30000000000001
U,21,7662,7660,46,21,25,26,37.5,43
U,21,7665,8242,32,21,22.75,24,26,29.45
U,21,7666,1792,38,24.85,40.75,60,92,113.29999999999998
U,21,768,764,26,41.5,45,62,73,93
U,21,770,774,24,22,23,24,25.25,26.849999999999998
U,21,7747,7759,26,95.5,116.75,134,142.25,152.75
U,21,775,771,25,21.200000000000003,24,26,30,34.8
U,21,7759,625,23,47.5,53.5,56,93,97.9
U,21,7765,7807,39,52.9,58,62,65,75.70000000000005
U,21,7772,7765,39,25.9,30,34,38,40.2
U,21,7782,792,39,42.900000000000006,50,60,67.5,83.1
U,21,780,691,26,48.25,50,52,55,64.75
U,21,7807,7782,39,51,57,61,63.5,70.40000000000002
U,21,781,685,23,22.099999999999998,24.5,26,28,34.8
U,21,782,716,26,26.25,30,34.5,51.25,75
U,21,785,778,26,29.25,33,38,40,64.5
U,21,7853,6443,26,21.25,24.25,28,30,34.75
U,21,7898,7899,25,22.599999999999998,28,32,43,47.39999999999999
U,21,7899,6446,25,28,31,33,39,52.39999999999996
U,21,791,788,22,22.05,24,25,27,29.95
U,21,792,9526,64,43.45,55,63,79.25,128
U,21,799,12761,26,27.25,30,41.5,60,73.75
U,21,800,796,26,26.25,30,34.5,37,42.5
U,21,801,800,23,23.1,26,37,48,57.49999999999999
U,21,808,812,26,27,32,33,35,37
U,21,811,809,26,28,30,32.5,37,39
U,21,812,813,26,22,24,26,27,30.25
U,21,813,817,26,34.25,38.25,39,41.75,53.25
U,21,8134,1831,27,25.299999999999997,34.5,43,79,990.1999999999992
U,21,814,811,26,24,27,28.5,30.75,34
U,21,818,814,26,35.25,37,41,43.75,47
U,21,8194,10860,25,21,25,28,44,55.59999999999998
U,21,820,13327,51,38.5,47,52,57,66
U,21,822,12934,25,24.4,27,29,39,54.79999999999998
U,21,823,697,24,22,23.75,25.5,28,32.55
U,21,8242,7654,38,30.7,33,38.5,68,92.3
U,21,8321,8194,22,24,26,30.5,36,2546.5999999999985
U,21,8435,9978,26,44,47.5,50.5,56,61.5
U,21,8511,9860,25,25,31,53,65,76.6
U,21,8570,8571,25,23.6,28,31,34,39.8
U,21,8571,8572,25,22.2,24,27,30,36.599999999999994
U,21,8572,11816,25,25.6,28,34,35,40.599999999999994
U,21,8585,11072,25,23,26,27,31,46.599999999999994
U,21,8745,823,25,22,23,25,26,32.19999999999999
U,21,8749,8880,26,25,27.25,29,30,32.75
U,21,8851,5492,26,47.25,52.5,58,76.5,94
U,21,8881,8750,24,22,25,26.5,28,30.699999999999996
U,21,8919,8936,23,21.2,24,29,38.5,61.39999999999999
U,21,8936,5394,26,90.75,101.75,111.5,115,141.5
U,21,8981,9031,26,26.25,28.5,30.5,47.75,68
U,21,8989,7162,26,39.25,50.25,57,68.5,95.25
U,21,8993,10580,25,24,25,27,30,44.99999999999997
U,21,8995,10203,24,26,28,37,67,115.24999999999999
U,21,9030,10287,26,23.5,27,31,36.5,40
U,21,9095,10315,25,34.400000000000006,51,55,72,78.19999999999999
U,21,9211,8918,26,33.5,40.25,48,61.25,67.5
U,21,9354,718,25,33.2,36,40,54,69.79999999999997
U,21,9526,704,51,68,76,79,105.5,133.5
U,21,9599,735,26,38.75,65,75,85.75,110.75
U,21,9600,9708,26,65.5,78,83.5,87.75,90.5
U,21,9627,9970,25,108,120,135,153,185.39999999999998
U,21,9628,993,26,63,81,96,110.25,139.5
U,21,9708,9613,24,21.150000000000002,24.75,28.5,31.25,60.14999999999996
U,21,9715,9811,24,21.150000000000002,22,23.5,25,26
U,21,9722,9723,25,27,32,34,37,51.999999999999986
U,21,9723,9724,25,25,29,33,36,38.8
U,21,9724,9725,25,29,31,32,33,38.599999999999994
U,21,9776,11772,24,22,23,25,27.25,30.849999999999998
U,21,9853,9726,25,23,26,28,29,45.39999999999999
U,21,9860,725,25,28.2,33,38,47,61.39999999999999
U,21,996,9627,25,55.400000000000006,62,67,74,88.19999999999997
U,21,9970,233,25,122.80000000000001,139,145,162,181.79999999999995
U,21,9975,9628,26,95.75,102.25,111,121.25,142.75
U,21,9978,12933,25,51,55,68,74,117.19999999999989
U,22,10006,7154,24,22,22,23,25,27.549999999999994
U,22,1003,2268,26,43.25,48.5,52.5,65.25,75.25
U,22,1010,1017,26,26.75,31,32,34,38.75
U,22,1011,1022,26,24.25,28.25,33.5,42.75,60.25
U,22,1013,1021,26,23.5,28,31,49.5,89.75
U,22,10135,10216,21,22,24,24,29,37
U,22,10137,10135,25,31,33,35,47,75.39999999999999
U,22,10141,10139,25,28.2,31,37,41,46.8
U,22,1018,1011,26,22.5,26,26,27,33
U,22,10196,1802,34,21,22.25,24,27,33.44999999999996
U,22,1020,1018,25,22,23,25,28,35.59999999999998
U,22,1021,1010,24,22,23,24,25,27
U,22,1022,1014,26,23,26,28,40,66.25
U,22,10491,7588,26,40,45,54.5,78.5,98.5
U,22,10495,9975,25,29,31,36,38,43.39999999999999
U,22,10592,10214,25,24,26,30,33,42.999999999999986
U,22,10791,11032,24,23.15,25,28.5,40.75,46.85
U,22,10792,715,26,23.25,25,26.5,27,31.75
U,22,10809,735,22,23.05,25.75,45.5,53.75,62.8
U,22,10823,10825,22,23.05,24,26,27,29
U,22,10824,10823,25,35.2,37,38,41,47.599999999999994
U,22,10826,10827,23,21,23,26,27.5,29.9
U,22,10827,10828,25,39,41,44,47,58.39999999999999
U,22,10830,10831,23,21,22,23,24,27
U,22,10857,12707,26,31,36,40.5,47,55
U,22,10877,8745,24,23,24,28.5,32.5,45.249999999999986
U,22,10878,3104,25,25.200000000000003,27,29,32,40.79999999999998
U,22,10879,8464,26,38,44,51,60.5,69.75
U,22,10910,10877,26,67,79,99,107.75,137.5
U,22,10910,6510,26,27.25,30.25,33.5,53.5,108.5
U,22,11032,10809,26,41.25,51.25,64.5,73,88.75
U,22,11071,5446,24,22,23,25,27,30.849999999999998
U,22,11773,9775,25,45.2,48,51,54,71.99999999999999
U,22,11956,13169,31,47.5,51.5,56,70.5,100.5
U,22,12374,12805,25,94.60000000000001,100,111,131,162.59999999999997
U,22,12398,5471,26,30.25,36,54,73,97
U,22,12707,1328,26,24,26,28,30,35.25
U,22,12805,13178,25,24.2,31,34,37,65.8
U,22,12892,2619,31,21,22.5,24,26.5,32.5
U,22,12901,13884,22,21,23,26,28,35.849999999999994
U,22,12902,12903,25,31,37,38,44,47.8
U,22,12903,12923,25,23,25,29,32,37.599999999999994
